name,ingredients_json,mood_labels,tags,category,instructions,glass,garnish,prep_time,difficulty,image_url,date
Gluehwein,"[{""name"":""Red wine"",""measure"":""1 L""},{""name"":""Water"",""measure"":""125 ml""},{""name"":""Sugar"",""measure"":""60 gr""},{""name"":""Cinnamon"",""measure"":""1""},{""name"":""Cloves"",""measure"":""3""},{""name"":""Lemon peel"",""measure"":""1 tblsp""}]","energy_cozy_warming,season_winter","style_classic,season_winter,holiday_christmas,flavor_sweet,flavor_spicy,serve_hot",cat_punch_party,"Boil sugar, cinnamon, and cloves in water for 30 minutes, then strain the spiced water and combine with red wine. Heat gently until just below boiling; for a non-alcoholic version, allow to boil. Adjust with lemon peel to taste and serve in an Irish coffee cup.",glass_irish_coffee,none,2 minutes,Easy,https://drive.google.com/file/d/1kjFPbK9yIuKhOZT-UKVp8QXMfqf1h8nK/view?usp=drivesdk,2025-09-29
Glühwein,"[{""name"":""red wine"",""measure"":""""},{""name"":""cinnamon stick"",""measure"":""""},{""name"":""sugar"",""measure"":""""},{""name"":""cloves"",""measure"":""""},{""name"":""orange peel"",""measure"":""""}]","energy_cozy_warming,season_winter","style_classic,flavor_sour,season_winter,holiday_christmas",cat_hot,"Combine red wine, sugar, cloves, and a cinnamon stick in a pot over low heat, stirring until the sugar dissolves. Add orange peel and gently warm without boiling, then serve warm in a mug.",glass_coffee_mug,cinnamon stick,1 minute,Easy,https://drive.google.com/file/d/1d5LSc9NzF7TQl1WKA3BIFtBYNrU6Evjq/view?usp=drivesdk,2025-09-29
God Father,"[{""name"":""Whiskey"",""measure"":""3.5 cl""},{""name"":""DiSaronno"",""measure"":""3.5 cl""}]","energy_bold_spirit_forward,time_nightcap","style_classic,flavor_intense,strength_moderate",cat_short_spirit_forward,"In an old-fashioned glass filled with ice, combine 3.5 cl of whiskey and 3.5 cl of DiSaronno, then stir gently.",glass_rocks,none,2 minutes,Easy,https://drive.google.com/file/d/1T8iI_dHgv0wpJn7pfHzbnq8W23cxVPLh/view?usp=drivesdk,2025-09-29
God Mother,"[{""name"":""Vodka"",""measure"":""3.5 cl""},{""name"":""DiSaronno"",""measure"":""3.5 cl""}]","energy_smooth,time_nightcap","style_contemporary_classic,strength_strong",cat_unknown_other,"In an old-fashioned glass filled with ice, combine 3.5 cl of vodka and 3.5 cl of DiSaronno, then stir gently.",glass_rocks,none,2 minutes,Easy,https://drive.google.com/file/d/1_Gc0w2-0Is93CAWNYO4cmAnnUhdI31np/view?usp=drivesdk,2025-09-29
Godchild,"[{""name"":""Vodka"",""measure"":""1 oz""},{""name"":""Amaretto"",""measure"":""1 oz""},{""name"":""Heavy cream"",""measure"":""1 oz""}]","energy_creamy_velvety,time_nightcap","style_contemporary_classic,flavor_sweet,diet_dairy,texture_creamy",cat_milk_egg_cream,"Combine vodka, amaretto, and heavy cream with cracked ice, shake well, then strain into a chilled champagne flute.",glass_flute,none,3 minutes,Medium,https://drive.google.com/file/d/1tzg3GoG2s_p0XPM7dRI0-kDPBRwoVRfn/view?usp=drivesdk,2025-09-29
Godfather,"[{""name"":""Scotch"",""measure"":""1 1/2 oz""},{""name"":""Amaretto"",""measure"":""3/4 oz""}]","energy_bold_spirit_forward,occ_soiree","style_classic,flavor_nutty,strength_moderate",cat_short_spirit_forward,"Combine 1 1/2 oz Scotch and 3/4 oz Amaretto in an old-fashioned glass filled with ice, then stir gently.",glass_rocks,none,2 minutes,Easy,https://drive.google.com/file/d/1VVFzGYjBqXzWqFn4fvW9747grhCK-xvN/view?usp=drivesdk,2025-09-29
Godmother,"[{""name"":""Vodka"",""measure"":""1 1/2 oz""},{""name"":""Amaretto"",""measure"":""3/4 oz""}]","energy_smooth,time_nightcap","style_contemporary_classic,flavor_nutty,strength_moderate",cat_short_spirit_forward,Pour 1 1/2 oz vodka and 3/4 oz amaretto over ice in an old-fashioned glass and serve.,glass_rocks,none,2 minutes,Easy,https://drive.google.com/file/d/1igrkt4goJJoieMXdrWNgTL6YDF24jEfK/view?usp=drivesdk,2025-09-29
Golden Brown,"[{""name"":""Gin"",""measure"":""""},{""name"":""Coffee liqueur"",""measure"":""""},{""name"":""Espresso Coffee"",""measure"":""""},{""name"":""Orange Juice"",""measure"":""""},{""name"":""slide of orange peel"",""measure"":""""}]","intent_espresso_kick,time_nightcap","style_contemporary_classic,flavor_coffee,flavor_citrus,strength_moderate,serve_up",cat_coffee_tea,"Combine gin, coffee liqueur, espresso coffee, and orange juice in a shaker with ice, then fine strain into a chilled glass. Garnish with a slide of orange peel.",glass_coffee_mug,orange twist,4 minutes,Medium,https://drive.google.com/file/d/1mMIUqJzXVJVkm1XjeGkSbFyQWx1p4qlC/view?usp=drivesdk,2025-09-29
Golden Dream,"[{""name"":""Galliano"",""measure"":""2 cl""},{""name"":""Triple Sec"",""measure"":""2 cl""},{""name"":""Orange juice"",""measure"":""2 cl""},{""name"":""Cream"",""measure"":""1 cl""}]","energy_indulgent,intent_dessert","style_classic,flavor_citrus,diet_dairy,texture_creamy,occ_brunch",cat_digestif_after_dinner,"Combine 2 cl Galliano, 2 cl Triple Sec, 2 cl orange juice, and 1 cl cream with ice, then fine strain into a chilled martini glass.",glass_martini,orange twist,3 minutes,Medium,https://drive.google.com/file/d/1H2FpX81ZsMe1fhLuMDUnkQXzimCg1Qan/view?usp=drivesdk,2025-09-29
Golden Glow Water,"[{""name"":""water"",""measure"":""""},{""name"":""ground ginger"",""measure"":""""},{""name"":""ground turmeric"",""measure"":""""},{""name"":""ground cayenne pepper"",""measure"":""""},{""name"":""honey"",""measure"":""""},{""name"":""molasses"",""measure"":""""},{""name"":""lemon: juiced"",""measure"":""""},{""name"":""sparkling water or kombucha for topping"",""measure"":""""},{""name"":""Optinal: Citrus slice and fresh mint for garnishing"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_new_era,flavor_citrus,flavor_sweet,serve_bubbly,occ_brunch",cat_soft_zero_proof,"In a mixing vessel, combine water, ground ginger, ground turmeric, ground cayenne pepper, honey, molasses, and lemon juice, stirring until well blended. Pour into a glass and top with sparkling water or kombucha. Optionally, garnish with a citrus slice and fresh mint.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1jn1MNmmbjztM3Rfa-WPY5JKgJQCMtT6I/view?usp=drivesdk,2025-09-29
Golden Slipper,"[{""name"":""yellow chartreuse wine"",""measure"":""""},{""name"":""egg"",""measure"":""""},{""name"":""Danziger Goldwasser"",""measure"":""""},{""name"":""lemon juice"",""measure"":""""}]","energy_smooth,time_aperitif","style_contemporary_classic,flavor_citrus,diet_egg,texture_creamy",cat_milk_egg_cream,"Combine yellow chartreuse, egg, Danziger Goldwasser, and lemon juice in a shaker with ice, then strain into a chilled glass.",glass_coffee_mug,none,4 minutes,Medium,https://drive.google.com/file/d/1KoCIXsP6YwSOBoWy7mIogzdWY_QnIw8Y/view?usp=drivesdk,2025-09-29
Good Vibrations,"[{""name"":""Tequila"",""measure"":""""},{""name"":""Orange Soda (to fill rest of glass)"",""measure"":""""},{""name"":""Ice"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_new_era,flavor_citrus,serve_long,strength_low_abv,occ_party",cat_highball_long,"Fill a glass with ice, add tequila, and top with orange soda to fill the rest of the glass.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/17_99cmQcDKy6vNbG-b5Cv58XJ4gyBbYv/view?usp=drivesdk,2025-09-29
Grand Blue,"[{""name"":""Malibu rum"",""measure"":""1 1/2 cl""},{""name"":""Peach schnapps"",""measure"":""1 1/2 cl""},{""name"":""Blue Curacao"",""measure"":""1 1/2 cl""},{""name"":""Sweet and sour"",""measure"":""3 cl""}]","season_tropical,occ_party_high_energy","style_contemporary_classic,flavor_fruity,strength_moderate,serve_on_rocks,occ_party",cat_tiki_tropical,"Combine 1 1/2 cl Malibu rum, 1 1/2 cl peach schnapps, 1 1/2 cl blue curacao, and 3 cl sweet and sour in a shaker with ice, then strain into an old-fashioned glass.",glass_rocks,none,2 minutes,Easy,https://drive.google.com/file/d/1V0DoS9DfruAX6tNW_TJNa2kJLhUZGQ8b/view?usp=drivesdk,2025-09-29
Grandma's Apple Pie 'Ala Mode' Moonshine,"[{""name"":""apple cider"",""measure"":""""},{""name"":""apple juice"",""measure"":""""},{""name"":""cinnamon"",""measure"":""""},{""name"":""clove"",""measure"":""""},{""name"":""white sugar"",""measure"":""""},{""name"":""brown sugar"",""measure"":""""},{""name"":""190 proof grain alcohol (such as Everclear®)"",""measure"":""""},{""name"":""vanilla vodka"",""measure"":""""}]","energy_cozy_warming,intent_dessert","style_contemporary_classic,flavor_sweet,flavor_spicy,strength_strong,occ_brunch",cat_soft_zero_proof,"Combine apple cider, apple juice, cinnamon, clove, white sugar, brown sugar, 190 proof grain alcohol, and vanilla vodka in a large container. Stir until sugars dissolve, then chill before serving.",glass_coffee_mug,none,1 minute,Easy,https://drive.google.com/file/d/17NaKIP8ESxYN8s4Sbr2GBz6rzD83tpd4/view?usp=drivesdk,2025-09-29
Grass Jelly Drink,"[{""name"":""grass jelly (fresh or canned)"",""measure"":""""},{""name"":""water or soybean milk"",""measure"":""""},{""name"":""simple syrup (sugar and water)"",""measure"":""""},{""name"":""crushed ice"",""measure"":""""}]","energy_relaxed,time_day_sipper","style_new_era,flavor_sweet,serve_frozen",cat_soft_zero_proof,"In a glass, combine grass jelly with water or soybean milk and simple syrup, then add crushed ice and stir gently to mix.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/18HKsAGFPIjyoLDubEQdY4DM0_nyQtcoH/view?usp=drivesdk,2025-09-29
Grass Skirt,"[{""name"":""Gin"",""measure"":""1 1/2 oz""},{""name"":""Triple sec"",""measure"":""1 oz""},{""name"":""Pineapple juice"",""measure"":""1 oz""},{""name"":""Grenadine"",""measure"":""1/2 tsp""},{""name"":""Pineapple"",""measure"":""1""}]","season_tropical,season_tiki","style_tiki,flavor_fruity,strength_moderate,season_summer,setting_beach",cat_tiki_tropical,"Combine 1 1/2 oz gin, 1 oz triple sec, 1 oz pineapple juice, and 1/2 tsp grenadine with ice, then shake well and strain into an old-fashioned glass. Garnish with a slice of pineapple.",glass_rocks,pineapple wedge,4 minutes,Medium,https://drive.google.com/file/d/1QbcBysAUwAC9sflZj-BnZpmFi-yb0_-r/view?usp=drivesdk,2025-09-29
Grasshopper,"[{""name"":""Green Creme de Menthe"",""measure"":""3/4 oz""},{""name"":""Creme de Cacao"",""measure"":""3/4 oz white""},{""name"":""Light cream"",""measure"":""3/4 oz""}]","energy_creamy_velvety,intent_dessert","style_classic,flavor_sweet,diet_dairy,texture_creamy",cat_milk_egg_cream,"Combine 3/4 oz Green Creme de Menthe, 3/4 oz white Creme de Cacao, and 3/4 oz light cream in a cocktail shaker with ice, then shake and fine strain into a chilled cocktail glass.",glass_martini,none,3 minutes,Medium,https://drive.google.com/file/d/1QTclRS4j8oNU4MNI_dXiaH2HfwUr1Rle/view?usp=drivesdk,2025-09-29
Green Beast,"[{""name"":""Absinthe"",""measure"":""""},{""name"":""Simple sugar syrup"",""measure"":""""},{""name"":""Lime juice"",""measure"":""""},{""name"":""Water"",""measure"":""""},{""name"":""Cucumber"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_new_era,flavor_citrus,flavor_fruity,serve_long",cat_soft_zero_proof,"Muddle cucumber in a shaker, then add absinthe, simple sugar syrup, lime juice, and water; shake with ice and strain into a tall glass filled with ice.",glass_coffee_mug,none,4 minutes,Medium,https://drive.google.com/file/d/1lJe3DgixYsD80XNGgUC6XuJJYphKHLpv/view?usp=drivesdk,2025-09-29
Green Lagoon,"[{""name"":""vodka"",""measure"":""""},{""name"":""blue curaçao"",""measure"":""""},{""name"":""pineapple juice"",""measure"":""""},{""name"":""Ice cube"",""measure"":""""}]","season_tropical,occ_party_high_energy","style_new_era,flavor_fruity,serve_frozen,setting_beach",cat_unknown_other,"Combine vodka, blue curaçao, and pineapple juice in a shaker with ice, then strain into a glass filled with ice.",glass_coffee_mug,none,3 minutes,Easy,https://drive.google.com/file/d/1b4SYpZgUVb5MCCVCzWUI4JrjZu0tvREC/view?usp=drivesdk,2025-09-29
Greyhound,"[{""name"":""Vodka"",""measure"":""1 1/2 oz""},{""name"":""Grapefruit Juice"",""measure"":""3 oz""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_citrus,strength_moderate,serve_long",cat_highball_long,"Fill a Collins glass with ice, pour in 1 1/2 oz vodka, then top with 3 oz grapefruit juice and stir gently.",glass_collins,none,2 minutes,Easy,https://drive.google.com/file/d/18BOAsqqQqn3wZjDWBLXn9p29fgJufocp/view?usp=drivesdk,2025-09-29
Grilled Grapefruit Paloma Cocktail,"[{""name"":""Limes"",""measure"":""""},{""name"":""White sugar"",""measure"":""""},{""name"":""Red grapefruit, halved widthwise"",""measure"":""""},{""name"":""Kosher salt"",""measure"":""""},{""name"":""Ice cubes"",""measure"":""""},{""name"":""Tequila or mezcal"",""measure"":""""},{""name"":""SImple syrup"",""measure"":""""},{""name"":""Club soda"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,serve_long,strength_moderate,season_summer",cat_highball_long,"Muddle limes and sugar in a shaker, then add grilled grapefruit juice, tequila or mezcal, and simple syrup with ice; shake well. Strain into a glass filled with ice, top with club soda, and rim the glass with kosher salt.",glass_coffee_mug,grapefruit wedge,5 minutes,Medium,https://drive.google.com/file/d/1ik9IPe9Q6h9_N93HfRgw12sg0jAXJXW4/view?usp=drivesdk,2025-09-29
Grim Reaper,"[{""name"":""Kahlua"",""measure"":""1 oz""},{""name"":""151 proof rum"",""measure"":""1 oz Bacardi""},{""name"":""Grenadine"",""measure"":""1 dash""}]","energy_bold_spirit_forward,time_nightcap","style_shot,flavor_intense,strength_strong,appearance_dark,occ_party",cat_digestif_after_dinner,"In an old-fashioned glass, combine 1 oz Kahlua and 1 oz 151 proof rum. Quickly add ice and drizzle a dash of grenadine over the ice to create a red tint.",glass_rocks,none,2 minutes,Easy,https://drive.google.com/file/d/1pq6wb4oc7tRMuwQ7gPEZJYvOk2c6NGuP/view?usp=drivesdk,2025-09-29
Grinch Drink,"[{""name"":""Peach Schnapps"",""measure"":""""},{""name"":""Bacardi Rum"",""measure"":""""},{""name"":""Orange Juice"",""measure"":""""},{""name"":""Lemon-lime Pop"",""measure"":""""},{""name"":""Blue Curacao liquor"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_contemporary_classic,flavor_citrus,serve_bubbly,occ_party",cat_soft_zero_proof,"Combine equal parts Peach Schnapps, Bacardi Rum, and Orange Juice in a shaker with ice, then strain into a glass and top with Lemon-lime Pop. Drizzle Blue Curacao on top for a layered effect.",glass_coffee_mug,none,4 minutes,Medium,https://drive.google.com/file/d/1G7M4vNZIne1H-ZSWb0v5MNFaSXspTE7e/view?usp=drivesdk,2025-09-29
Grog,"[{""name"":""brown rum"",""measure"":""""},{""name"":""fresh lemon juice"",""measure"":""""},{""name"":""brown sugar"",""measure"":""""},{""name"":""hot water"",""measure"":""""},{""name"":""cinnamon"",""measure"":""""},{""name"":""orange"",""measure"":""""}]","energy_cozy_warming,season_winter","style_classic,flavor_citrus,flavor_sweet,strength_moderate,serve_hot,occ_brunch",cat_hot,"In a heatproof mug, combine brown rum, fresh lemon juice, and brown sugar, then stir until the sugar dissolves. Add hot water and a pinch of cinnamon, then garnish with a slice of orange.",glass_coffee_mug,lemon wheel + cinnamon stick,2 minutes,Easy,https://drive.google.com/file/d/1goQ4wCZ8IhyF_ziSRqJxtX0zBfO9t-jG/view?usp=drivesdk,2025-09-29
Guarapita,"[{""name"":""Rum"",""measure"":""""},{""name"":""Passion fruit juice"",""measure"":""""},{""name"":""Orange juice"",""measure"":""""},{""name"":""Grenadine"",""measure"":""""},{""name"":""Limes"",""measure"":""""},{""name"":""Mint leaves"",""measure"":""""}]","season_tropical,occ_party_high_energy","style_tiki,flavor_fruity,flavor_citrus,strength_moderate,season_summer,setting_beach",cat_tiki_tropical,"Muddle mint leaves and lime juice in a shaker, then add rum, passion fruit juice, orange juice, and grenadine. Shake well with ice and strain into a glass filled with ice.",glass_coffee_mug,mint sprig,5 minutes,Medium,https://drive.google.com/file/d/1lYSng6zWFOsRfpdT0c5cUrEF5ijfGZfx/view?usp=drivesdk,2025-09-29
Guayacolita,"[{""name"":""Beer pilsner"",""measure"":""""},{""name"":""Coca-cola"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_new_era,flavor_sweet,strength_low_abv,serve_long",cat_beer_cocktail,"In a tall glass, combine equal parts beer pilsner and Coca-cola, gently mixing to combine.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1MaOxMSmUxRWFjDCiPY7qhd5PzrMRxk-T/view?usp=drivesdk,2025-09-29
H.D.,"[{""name"":""Whisky"",""measure"":""4 cl""},{""name"":""Baileys irish cream"",""measure"":""8 cl""},{""name"":""Coffee"",""measure"":""""}]","intent_espresso_kick,time_nightcap","style_classic,flavor_coffee,diet_dairy,strength_strong,texture_creamy",cat_coffee_tea,"In a beer mug, combine 4 cl whisky and 8 cl Baileys Irish cream, then fill the glass with hot coffee.",glass_beer_generic,none,2 minutes,Easy,https://drive.google.com/file/d/1iPY33OHLqcAjftLZ4zfFhZL5U4QcjMK3/view?usp=drivesdk,2025-09-29
Halloween Punch,"[{""name"":""Cherry Juice"",""measure"":""1 bottle""},{""name"":""Orange Peel"",""measure"":""3""},{""name"":""Red Chili Flakes"",""measure"":""1""},{""name"":""Cloves"",""measure"":""10""},{""name"":""Ginger"",""measure"":""6""},{""name"":""Vodka"",""measure"":""20 cl""}]","occ_party_high_energy,season_autumn","style_punch,flavor_fruity,flavor_spicy,season_autumn,holiday_halloween",cat_punch_party,"Combine cherry juice, orange peel, red chili flakes, cloves, and ginger in a large saucepan and simmer for 5 minutes. Remove from heat and let cool, then chill for at least 4 hours. When ready to serve, pour into a jug, add vodka if desired, and serve in glasses with a straw, garnished with a fangs sweet.",glass_punch_bowl,orange twist,2 minutes,Easy,https://drive.google.com/file/d/1VwNVbz2u5n8AjYqk4og3VS8935xZsCTF/view?usp=drivesdk,2025-09-29
